EAN,SKU,Produkt,Variant,Storlek,Centra Antal,Centra COG (SEK),Centra Enhetskostnad,ES Antal,ES FIFO-värde (SEK),ES Snittkostnad,ES Källa,Antal Diff,Värde Diff (SEK),Värde Diff %,Möjlig Orsak
7340119382233,SP96-W,"W Vaxholm Shorts","Mermaid Green",XS,5,1509,301.8,5,1516.5,303.3,delivery,0,7.5,0.5,"Minimal avvikelse"
7340119384459,SP96-M,"M Vaxholm Shorts","Navy Blue",XXL,3,960,320,3,952.68,317.56,delivery,0,-7.32,-0.76,"Minimal avvikelse"
7340119382837,AW124-W,"W Fjällnäs Baselayer Top","Blue Ashes",M,2,540,270,2,532.72,266.36,delivery,0,-7.28,-1.35,"Enhetskostnad: -1.3%"
7340119357668,SP454-W,"W Tromsö Active Cargo Pant","Covert Green",L,2,789.2,394.6,2,796.48,398.24,delivery,0,7.28,0.92,"Minimal avvikelse"
7340119370780,AW519-W,"W Koster Coat","Natural Sand",XS,3,2550,850,3,2557.19,852.4,delivery,0,7.19,0.28,"Minimal avvikelse"
7340119313282,AW14-W,"W Malö Wool Hoody","Off White",XL,13,6253,481,13,6260.15,481.55,delivery,0,7.15,0.11,"Minimal avvikelse"
7340119371244,AW23-M,"M Andenäs Insulation Jacket","Blue Ashes",XL,9,6597.9,733.1,9,6605.01,733.89,delivery,0,7.11,0.11,"Minimal avvikelse"
7340119386545,VA0286,"W Kallsjö Light Outdoor Pant","Ink Blue",XS,7,2730,390,7,2737.07,391.01,delivery,0,7.07,0.26,"Minimal avvikelse"
7340119378922,VA0253,"M Bua Short Sleeve Shirt","Dark Navy",XXL,2,737.8,368.9,2,744.58,372.29,delivery,0,6.78,0.92,"Minimal avvikelse"
7340119328934,AW200-U,"U Sarek Long Down Hood Anorak","Carbon Black",XL,3,2970.6,990.2,3,2977.35,992.45,delivery,0,6.75,0.23,"Minimal avvikelse"
7340119382684,VA0255,"W Öland T-Shirt","Natural",XXL,5,760.5,152.1,5,767.25,153.45,delivery,0,6.75,0.89,"Minimal avvikelse"
7340119380680,VA0215,"W Björkö Long Sleeve T-Shirt","White",XS,4,718.8,179.7,4,725.44,181.36,delivery,0,6.64,0.92,"Minimal avvikelse"
7340119370933,AW222-W,"W Övik Down Anorak","Gold and Snow",XS,3,2467.5,822.5,3,2460.87,820.29,delivery,0,-6.63,-0.27,"Minimal avvikelse"
7340119389744,VA0282,"W Lillå Padded Pant","Drift Wood Beige",M,40,17720,443,40,17726.4,443.16,delivery,0,6.4,0.04,"Minimal avvikelse"
7340119388129,VA0266,"W Vålå 2L Parka","Carbon Black",XL,18,17100,950,18,17093.88,949.66,delivery,0,-6.12,-0.04,"Minimal avvikelse"
7340119383148,VA0295,"M Rindö Wool Zip Jersey","Sand",XXL,6,3348,558,6,3342.06,557.01,delivery,0,-5.94,-0.18,"Minimal avvikelse"
7340119372364,AW107-W,"W Abisko Wool Pant","Black Granite",S,23,8694,378,23,8699.75,378.25,delivery,0,5.75,0.07,"Minimal avvikelse"
7340119342732,AW415-W,"W Mora Hybrid Pant","Carbon Black",XS,5,2133.5,426.7,5,2139.1,427.82,delivery,0,5.6,0.26,"Minimal avvikelse"
7340119378823,AW415-W,"W Mora Hybrid Pant","Carbon Black",XXL,5,2133.5,426.7,5,2139.1,427.82,delivery,0,5.6,0.26,"Minimal avvikelse"
7340119364581,SP996-W,"W Visby Pant","Sand Shell",XL,8,3408,426,8,3413.58,426.7,delivery,0,5.58,0.16,"Minimal avvikelse"
7340119389690,VA0282,"W Lillå Padded Pant","Ink Blue",L,34,15062,443,34,15067.44,443.16,delivery,0,5.44,0.04,"Minimal avvikelse"
7340119364925,SP96-W,"W Vaxholm Shorts","Navy Blue",XS,5,1571,314.2,5,1576.4,315.28,delivery,0,5.4,0.34,"Minimal avvikelse"
7340119383490,VX0298,"U New Hemavan Wool Beanie","Light Grey",One size,105,15634.5,148.9,105,15629.25,148.85,delivery,0,-5.25,-0.03,"Minimal avvikelse"
7340119386033,VA0271,"W Funäs Pile Hood","Almond White",XXL,3,966,322,3,960.76,320.25,delivery,0,-5.24,-0.54,"Minimal avvikelse"
7340119357941,SP80-W,"W Espevik Active Shorts","Covert Green",XS,1,310,310,1,304.77,304.77,delivery,0,-5.23,-1.69,"Enhetskostnad: -1.7%"
7340119389751,VA0282,"W Lillå Padded Pant","Drift Wood Beige",L,32,14176,443,32,14181.12,443.16,delivery,0,5.12,0.04,"Minimal avvikelse"
7340119361702,SP194-W,"W Haväng Corduroy Shirt","Ocean Blue",M,4,1766,441.5,4,1771.08,442.77,delivery,0,5.08,0.29,"Minimal avvikelse"
7340119384510,VA0303,"W Lofoten Cargo Shorts 2.0","Lava Black",XXL,2,618,309,2,612.94,306.47,delivery,0,-5.06,-0.82,"Minimal avvikelse"
7340119386606,VA0286,"W Kallsjö Light Outdoor Pant","Vapor Grey",XS,5,1950,390,5,1955.05,391.01,delivery,0,5.05,0.26,"Minimal avvikelse"
7340119364543,SP996-W,"W Visby Pant","Sand Shell",XS,2,852,426,2,856.92,428.46,delivery,0,4.92,0.58,"Minimal avvikelse"
7340119384923,AW127-W,"W Kalix Winter Parka","Arctic Blue",XXL,1,700,700,1,695.11,695.11,delivery,0,-4.89,-0.7,"Minimal avvikelse"
7340119389737,VA0282,"W Lillå Padded Pant","Drift Wood Beige",S,30,13290,443,30,13294.8,443.16,delivery,0,4.8,0.04,"Minimal avvikelse"
7340119388068,VA0266,"W Vålå 2L Parka","Thyme Green",XL,14,13300,950,14,13295.24,949.66,delivery,0,-4.76,-0.04,"Minimal avvikelse"
7340119379967,VA0235,"M Tjuvkil Spring Jacket","Lava Black",XXL,1,597,597,1,592.34,592.34,delivery,0,-4.66,-0.78,"Minimal avvikelse"
7340119389676,VA0282,"W Lillå Padded Pant","Ink Blue",S,29,12847,443,29,12851.64,443.16,delivery,0,4.64,0.04,"Minimal avvikelse"
7340119313244,AW14-W,"W Malö Wool Hoody","Off White",XS,8,3848,481,8,3852.4,481.55,delivery,0,4.4,0.11,"Minimal avvikelse"
7340119371039,AW222-M,"M Övik Down Anorak","Emerald Green and Carbon Black",XXL,5,4175,835,5,4179.4,835.88,delivery,0,4.4,0.11,"Minimal avvikelse"
7340119386156,VA0272,"W Funäs Sweater","Almond White",XXL,1,278,278,1,273.61,273.61,delivery,0,-4.39,-1.58,"Enhetskostnad: -1.6%"
7340119370100,SP98-M,"M Skagen Active Tee","Ocean Blue",M,5,1064.5,212.9,5,1068.8,213.76,delivery,0,4.3,0.4,"Minimal avvikelse"
7340119370124,SP98-M,"M Skagen Active Tee","Ocean Blue",XL,5,1064.5,212.9,5,1068.8,213.76,delivery,0,4.3,0.4,"Minimal avvikelse"
7340119372388,AW107-W,"W Abisko Wool Pant","Black Granite",L,17,6426,378,17,6430.25,378.25,delivery,0,4.25,0.07,"Minimal avvikelse"
7340119390290,SP294-W,"W Tylösand Swimsuit","Brick Mix",36,1,215,215,1,210.75,210.75,delivery,0,-4.25,-1.98,"Enhetskostnad: -2.0%"
7340119390313,SP294-W,"W Tylösand Swimsuit","Brick Mix",40,1,215,215,1,210.75,210.75,delivery,0,-4.25,-1.98,"Enhetskostnad: -2.0%"
7340119356388,AW133-U,"U Birka Cap","Black Granite",M/L,4,672.4,168.1,4,668.16,167.04,delivery,0,-4.24,-0.63,"Minimal avvikelse"
7340119381922,SP775-W,"W Styrsö Wool Zip Jersey","Sand",XXL,6,2538,423,6,2533.8,422.3,delivery,0,-4.2,-0.17,"Minimal avvikelse"
7340119380789,VA0222,"W Bua Short Sleeve Shirt","Summer Pink",XL,3,1056,352,3,1051.92,350.64,delivery,0,-4.08,-0.39,"Minimal avvikelse"
7340119380796,VA0222,"W Bua Short Sleeve Shirt","Summer Pink",XXL,3,1056,352,3,1051.92,350.64,delivery,0,-4.08,-0.39,"Minimal avvikelse"
7340119386422,VA0285,"M Kallsjö Light Outdoor Pant","Ink Blue",XXL,4,1560,390,4,1564.04,391.01,delivery,0,4.04,0.26,"Minimal avvikelse"
7340119371688,AW14-W,"W Malö Wool Hoody","Off White",XXL,7,3367,481,7,3370.85,481.55,delivery,0,3.85,0.11,"Minimal avvikelse"
7340119343357,AW418,"U Vargön Wool Mittens","Off White",M/L,69,9439,136.8,69,9435.21,136.74,delivery,0,-3.79,-0.04,"Minimal avvikelse"
7340119372432,AW207-W,"W Abisko Wool Shorts","Black Granite",M,63,17199,273,63,17202.78,273.06,delivery,0,3.78,0.02,"Minimal avvikelse"
7340119372395,AW107-W,"W Abisko Wool Pant","Black Granite",XL,15,5670,378,15,5673.75,378.25,delivery,0,3.75,0.07,"Minimal avvikelse"
7340119371091,AW23-W,"W Andenäs Insulation Jacket","Blue Ashes",XS,5,3442,688.4,5,3445.75,689.15,delivery,0,3.75,0.11,"Minimal avvikelse"
7340119383728,AW625-M,"M Vargön Fat Wool Vest","Black Granite",XL,4,1935.6,483.9,4,1931.88,482.97,delivery,0,-3.72,-0.19,"Minimal avvikelse"
7340119390160,VA0249,"M Skagen Active Tee 2.0","Gold",XXL,2,430,215,2,433.7,216.85,delivery,0,3.7,0.86,"Minimal avvikelse"
7340119382868,AW124-W,"W Fjällnäs Baselayer Top","Blue Ashes",XXL,1,270,270,1,266.36,266.36,delivery,0,-3.64,-1.35,"Enhetskostnad: -1.3%"
7340119390115,VA0248,"W Skagen Active Tee 2.0","Gold",XXL,2,396.8,198.4,2,400.24,200.12,delivery,0,3.44,0.87,"Minimal avvikelse"
7340119384176,VA0253,"M Bua Short Sleeve Shirt","Oat and White",XXL,1,368.9,368.9,1,372.29,372.29,delivery,0,3.39,0.92,"Minimal avvikelse"
7340119388921,SPN90-U,"U Varberg Classic Towel Poncho","Sunset Coral",L/XL,4,1080,270,4,1076.64,269.16,delivery,0,-3.36,-0.31,"Minimal avvikelse"
7340119388914,SPN90-U,"U Varberg Classic Towel Poncho","Sunset Coral",S/M,4,1080,270,4,1076.64,269.16,delivery,0,-3.36,-0.31,"Minimal avvikelse"
7340119380512,VA0245,"W Aspen Active Pant","Lava Black",XS,1,404,404,1,400.68,400.68,delivery,0,-3.32,-0.82,"Minimal avvikelse"
7340119382936,VA0279,"M Fjällnäs Baselayer Top","Dark Emerald Green",S,8,2366.4,295.8,8,2369.68,296.21,delivery,0,3.28,0.14,"Minimal avvikelse"
7340119380055,SP96-M,"M Vaxholm Shorts","Mermaid Green",S,2,632,316,2,635.12,317.56,delivery,0,3.12,0.49,"Minimal avvikelse"
7340119380079,SP96-M,"M Vaxholm Shorts","Mermaid Green",L,2,632,316,2,635.12,317.56,delivery,0,3.12,0.49,"Minimal avvikelse"
7340119380086,SP96-M,"M Vaxholm Shorts","Mermaid Green",XL,2,632,316,2,635.12,317.56,delivery,0,3.12,0.49,"Minimal avvikelse"
7340119383087,VA0295,"M Rindö Wool Zip Jersey","Dark Chocolate",XL,3,1674,558,3,1671.03,557.01,delivery,0,-2.97,-0.18,"Minimal avvikelse"
7340119389881,VA0256,"M Öland T-Shirt","True Orange",XXL,2,317,158.5,2,319.8,159.9,delivery,0,2.8,0.88,"Minimal avvikelse"
7340119384251,VA0222,"W Bua Short Sleeve Shirt","Oat and White",XL,2,704,352,2,701.28,350.64,delivery,0,-2.72,-0.39,"Minimal avvikelse"
7340119382622,VA0255,"W Öland T-Shirt","True Orange",XXL,2,304.2,152.1,2,306.9,153.45,delivery,0,2.7,0.89,"Minimal avvikelse"
7340119389256,VX0312,"U Fårö Wool Balaclava","Off White",One size,3,474,158,3,471.45,157.15,delivery,0,-2.55,-0.54,"Minimal avvikelse"
7340119361726,SP194-W,"W Haväng Corduroy Shirt","Ocean Blue",XL,2,883,441.5,2,885.54,442.77,delivery,0,2.54,0.29,"Minimal avvikelse"
7340119383766,AW442-W,"W Norrland Waterproof Down Coat","Dark Emerald Green",M,10,12200,1220,10,12202.5,1220.25,delivery,0,2.5,0.02,"Minimal avvikelse"
7340119388020,VA0266,"W Vålå 2L Parka","Thyme Green",XS,7,6650,950,7,6647.62,949.66,delivery,0,-2.38,-0.04,"Minimal avvikelse"
7340119388082,VA0266,"W Vålå 2L Parka","Carbon Black",XS,7,6650,950,7,6647.62,949.66,delivery,0,-2.38,-0.04,"Minimal avvikelse"
7340119356401,AW133-U,"U Birka Cap","Dark Olive Green (Emerald Green)",M/L,5,936.5,187.3,5,938.8,187.76,delivery,0,2.3,0.25,"Minimal avvikelse"
7340119370988,AW222-W,"W Övik Down Anorak","Gold and Snow",XXL,1,822.5,822.5,1,820.29,820.29,delivery,0,-2.21,-0.27,"Minimal avvikelse"
7340119381144,VA0244,"W Kalvö Active Skort","Lava Black",XXL,1,358,358,1,355.85,355.85,delivery,0,-2.15,-0.6,"Minimal avvikelse"
7340119372449,AW207-W,"W Abisko Wool Shorts","Black Granite",L,34,9282,273,34,9284.04,273.06,delivery,0,2.04,0.02,"Minimal avvikelse"
7340119386651,VA0286,"W Kallsjö Light Outdoor Pant","Vapor Grey",XXL,2,780,390,2,782.02,391.01,delivery,0,2.02,0.26,"Minimal avvikelse"
7340119364321,SP98-W,"W Skagen Active Tee","Ocean Blue",XS,3,585.3,195.1,3,587.31,195.77,delivery,0,2.01,0.34,"Minimal avvikelse"
7340119383094,VA0295,"M Rindö Wool Zip Jersey","Dark Chocolate",XXL,2,1116,558,2,1114.02,557.01,delivery,0,-1.98,-0.18,"Minimal avvikelse"
7340119372425,AW207-W,"W Abisko Wool Shorts","Black Granite",S,32,8736,273,32,8737.92,273.06,delivery,0,1.92,0.02,"Minimal avvikelse"
7340119389768,VA0282,"W Lillå Padded Pant","Drift Wood Beige",XL,11,4873,443,11,4874.76,443.16,delivery,0,1.76,0.04,"Minimal avvikelse"
7340119389706,VA0282,"W Lillå Padded Pant","Ink Blue",XL,11,4873,443,11,4874.76,443.16,delivery,0,1.76,0.04,"Minimal avvikelse"
7340119390054,VA0248,"W Skagen Active Tee 2.0","Lavender",XXL,1,198.4,198.4,1,200.12,200.12,delivery,0,1.72,0.87,"Minimal avvikelse"
7340119372296,SP21-60-W,"W Fårö Wool Dress","Misty Grey",XS,3,1551.9,517.3,3,1553.55,517.85,delivery,0,1.65,0.11,"Minimal avvikelse"
7340119372333,SP21-60-W,"W Fårö Wool Dress","Misty Grey",XL,3,1551.9,517.3,3,1553.55,517.85,delivery,0,1.65,0.11,"Minimal avvikelse"
7340119383605,VX0298,"U New Hemavan Wool Beanie","Gold",One size,32,4764.8,148.9,32,4763.2,148.85,delivery,0,-1.6,-0.03,"Minimal avvikelse"
7340119384282,SP96-M,"M Vaxholm Shorts","Mermaid Green",XXL,1,316,316,1,317.56,317.56,delivery,0,1.56,0.49,"Minimal avvikelse"
7340119372401,AW107-W,"W Abisko Wool Pant","Black Granite",XXL,6,2268,378,6,2269.5,378.25,delivery,0,1.5,0.07,"Minimal avvikelse"
7340119371145,AW23-W,"W Andenäs Insulation Jacket","Blue Ashes",XXL,2,1376.8,688.4,2,1378.3,689.15,delivery,0,1.5,0.11,"Minimal avvikelse"
7340119383759,AW442-W,"W Norrland Waterproof Down Coat","Dark Emerald Green",S,6,7320,1220,6,7321.5,1220.25,delivery,0,1.5,0.02,"Minimal avvikelse"
7340119384275,SP96-W,"W Vaxholm Shorts","Mermaid Green",XXL,1,301.8,301.8,1,303.3,303.3,delivery,0,1.5,0.5,"Minimal avvikelse"
7340119384213,VA0222,"W Bua Short Sleeve Shirt","Oat and White",XS,1,352,352,1,350.64,350.64,delivery,0,-1.36,-0.39,"Minimal avvikelse"
7340119388075,VA0266,"W Vålå 2L Parka","Thyme Green",XXL,4,3800,950,4,3798.64,949.66,delivery,0,-1.36,-0.04,"Minimal avvikelse"
7340119388136,VA0266,"W Vålå 2L Parka","Carbon Black",XXL,4,3800,950,4,3798.64,949.66,delivery,0,-1.36,-0.04,"Minimal avvikelse"
7340119382639,VA0255,"W Öland T-Shirt","Natural",XS,1,152.1,152.1,1,153.45,153.45,delivery,0,1.35,0.89,"Minimal avvikelse"
7340119382578,VA0255,"W Öland T-Shirt","True Orange",XS,1,152.1,152.1,1,153.45,153.45,delivery,0,1.35,0.89,"Minimal avvikelse"
7340119364352,SP98-W,"W Skagen Active Tee","Ocean Blue",L,2,390.2,195.1,2,391.54,195.77,delivery,0,1.34,0.34,"Minimal avvikelse"
7340119373231,AW1100-U,"U Bergen Knitted Cap","Dark Emerald Green",One size,63,12303.9,195.3,63,12302.64,195.28,delivery,0,-1.26,-0.01,"Minimal avvikelse"
7340119390580,AW210-U,"U Vargön Hat","Rust Orange",One size,18,2754,153,18,2752.74,152.93,delivery,0,-1.26,-0.05,"Minimal avvikelse"
7340119361320,AW425-W,"W Fårö Wool Pant","Off White",M,21,11812.5,562.5,21,11813.76,562.56,delivery,0,1.26,0.01,"Minimal avvikelse"
7340119382974,VA0279,"M Fjällnäs Baselayer Top","Dark Emerald Green",XXL,3,887.4,295.8,3,888.63,296.21,delivery,0,1.23,0.14,"Minimal avvikelse"
7340119361337,AW425-W,"W Fårö Wool Pant","Off White",L,19,10687.5,562.5,19,10688.64,562.56,delivery,0,1.14,0.01,"Minimal avvikelse"
7340119361344,AW425-W,"W Fårö Wool Pant","Off White",XL,19,10687.5,562.5,19,10688.64,562.56,delivery,0,1.14,0.01,"Minimal avvikelse"
7340119389669,VA0282,"W Lillå Padded Pant","Ink Blue",XS,7,3101,443,7,3102.12,443.16,delivery,0,1.12,0.04,"Minimal avvikelse"
7340119372456,AW207-W,"W Abisko Wool Shorts","Black Granite",XL,17,4641,273,17,4642.02,273.06,delivery,0,1.02,0.02,"Minimal avvikelse"
7340119372357,AW107-W,"W Abisko Wool Pant","Black Granite",XS,4,1512,378,4,1513,378.25,delivery,0,1,0.07,"Minimal avvikelse"
7340119383773,AW442-W,"W Norrland Waterproof Down Coat","Dark Emerald Green",L,4,4880,1220,4,4881,1220.25,delivery,0,1,0.02,"Minimal avvikelse"
7340119380048,AW625-M,"M Vargön Fat Wool Vest","Granite Grey",XXL,1,483.9,483.9,1,482.97,482.97,delivery,0,-0.93,-0.19,"Minimal avvikelse"
7340119356395,AW133-U,"U Birka Cap","Dark Olive Green (Emerald Green)",S/M,2,374.6,187.3,2,375.52,187.76,delivery,0,0.92,0.25,"Minimal avvikelse"
7340119372128,AW444-M,"M Gotland Wool Overshirt","Black Granite",XL,1,499.1,499.1,1,498.26,498.26,delivery,0,-0.84,-0.17,"Minimal avvikelse"
7340119378373,AW444-M,"M Gotland Wool Overshirt","Black Granite",XXL,1,499.1,499.1,1,498.26,498.26,delivery,0,-0.84,-0.17,"Minimal avvikelse"
7340119371138,AW23-W,"W Andenäs Insulation Jacket","Blue Ashes",XL,1,688.4,688.4,1,689.15,689.15,delivery,0,0.75,0.11,"Minimal avvikelse"
7340119364369,SP98-W,"W Skagen Active Tee","Ocean Blue",XL,1,195.1,195.1,1,195.77,195.77,delivery,0,0.67,0.34,"Minimal avvikelse"
7340119389720,VA0282,"W Lillå Padded Pant","Drift Wood Beige",XS,4,1772,443,4,1772.64,443.16,delivery,0,0.64,0.04,"Minimal avvikelse"
7340119372326,SP21-60-W,"W Fårö Wool Dress","Misty Grey",L,1,517.3,517.3,1,517.85,517.85,delivery,0,0.55,0.11,"Minimal avvikelse"
7340119389713,VA0282,"W Lillå Padded Pant","Ink Blue",XXL,3,1329,443,3,1329.48,443.16,delivery,0,0.48,0.04,"Minimal avvikelse"
7340119361597,BAS55,"U Varg Winter Headband","Grey with Green",One size,23,2118.3,92.1,23,2118.76,92.12,delivery,0,0.46,0.02,"Minimal avvikelse"
7340119378359,AW444-M,"M Gotland Wool Overshirt","Dark Emerald Green",L,13,6488.3,499.1,13,6487.91,499.07,delivery,0,-0.39,-0.01,"Minimal avvikelse"
7340119372463,AW207-W,"W Abisko Wool Shorts","Black Granite",XXL,6,1638,273,6,1638.36,273.06,delivery,0,0.36,0.02,"Minimal avvikelse"
7340119378366,AW444-M,"M Gotland Wool Overshirt","Dark Emerald Green",XL,12,5989.2,499.1,12,5988.84,499.07,delivery,0,-0.36,-0.01,"Minimal avvikelse"
7340119372418,AW207-W,"W Abisko Wool Shorts","Black Granite",XS,5,1365,273,5,1365.3,273.06,delivery,0,0.3,0.02,"Minimal avvikelse"
7340119378342,AW444-M,"M Gotland Wool Overshirt","Dark Emerald Green",M,10,4991,499.1,10,4990.7,499.07,delivery,0,-0.3,-0.01,"Minimal avvikelse"
7340119389775,VA0282,"W Lillå Padded Pant","Drift Wood Beige",XXL,1,443,443,1,443.16,443.16,delivery,0,0.16,0.04,"Minimal avvikelse"
7340119361436,AW409-M,"M Östersund Wool Crew Neck","Stone Grey",S,5,1910,382,5,1909.9,381.98,delivery,0,-0.1,-0.01,"Minimal avvikelse"
7340119361313,AW425-W,"W Fårö Wool Pant","Off White",S,1,562.5,562.5,1,562.56,562.56,delivery,0,0.06,0.01,"Minimal avvikelse"
7340119378335,AW444-M,"M Gotland Wool Overshirt","Dark Emerald Green",S,2,998.2,499.1,2,998.14,499.07,delivery,0,-0.06,-0.01,"Minimal avvikelse"
7340119362297,AW125-M,"M Vargön Fat Wool Vest","Balsam Green",S,1,476.3,476.3,1,476.28,476.28,delivery,0,-0.02,0,"Minimal avvikelse"
7340119361443,AW409-M,"M Östersund Wool Crew Neck","Stone Grey",M,1,382,382,1,381.98,381.98,delivery,0,-0.02,-0.01,"Minimal avvikelse"
7340119362433,101,"Varg Wool Comb","Wood",One size,418,12540,30,418,12540,30,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343265,AW102-M,"M Blanktjärn Merino Wool Pant","Espresso black",S,29,7250,250,29,7250,250,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343289,AW102-M,"M Blanktjärn Merino Wool Pant","Espresso black",L,9,2250,250,9,2250,250,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343296,AW102-M,"M Blanktjärn Merino Wool Pant","Espresso black",XL,12,3000,250,12,3000,250,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343227,AW103-M,"M Blanktjärn Merino Wool Jersey","Espresso black",S,1,296,296,1,296,296,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119330265,AW111-W,"W Varg Wool Sport Sock","Grey with Rust Orange",35-38,149,10132,68,149,10132,68,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119330272,AW111-W,"W Varg Wool Sport Sock","Grey with Rust Orange",39-42,185,12580,68,185,12580,68,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356968,AW407-M,"M Abisko Wool Shorts","Black Granite",XL,10,2900,290,10,2900,290,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344446,AW126-M,"M Vargön Fat Wool Jacket","Black Granite",S,1,530,530,1,530,530,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344477,AW126-M,"M Vargön Fat Wool Jacket","Black Granite",XL,1,530,530,1,530,530,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344392,AW126-W,"W Vargön Fat Wool Jacket","Black Granite",XS,1,530,530,1,530,530,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344408,AW126-W,"W Vargön Fat Wool Jacket","Black Granite",S,6,3180,530,6,3180,530,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119356838,AW132-W,"W Abisko Wool Dress","Black Granite",XS,3,1329,443,3,1329,443,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119329467,AW132-W,"W Abisko Wool Dress","Cobble Stone Grey",XS,8,3544,443,8,3544,443,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119328651,AW133-W,"W Åre Eco Parka Jacket","Phantom Black",XS,2,1100,550,2,1100,550,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344026,AW2-M,"M Älgön Down Hood Anorak Jacket","Blueberry Blue",S,17,11526,678,17,11526,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343982,AW2-M,"M Älgön Down Hood Anorak Jacket","Moss Green",S,21,14238,678,21,14238,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343999,AW2-M,"M Älgön Down Hood Anorak Jacket","Moss Green",M,40,27120,678,40,27120,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344002,AW2-M,"M Älgön Down Hood Anorak Jacket","Moss Green",L,22,14916,678,22,14916,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119318218,AW2-W,"W Älgön Down Hood Anorak Jacket","Carbon Black",XS,5,3325,665,5,3325,665,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343937,AW2-W,"W Älgön Down Hood Anorak Jacket","Rust Orange",XS,12,8136,678,12,8136,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343944,AW2-W,"W Älgön Down Hood Anorak Jacket","Rust Orange",S,33,22374,678,33,22374,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343951,AW2-W,"W Älgön Down Hood Anorak Jacket","Rust Orange",M,50,33900,678,50,33900,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343968,AW2-W,"W Älgön Down Hood Anorak Jacket","Rust Orange",L,28,18984,678,28,18984,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343975,AW2-W,"W Älgön Down Hood Anorak Jacket","Rust Orange",XL,9,6102,678,9,6102,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343883,AW2-W,"W Älgön Down Hood Anorak Jacket","Sky Blue",XS,3,2034,678,3,2034,678,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343845,AW200-U,"U Sarek Long Down Hood Anorak","Blueberry Blue",S,7,5579,797,7,5579,797,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343807,AW200-U,"U Sarek Long Down Hood Anorak","Rust Orange/Pawn Pink",S,8,6376,797,8,6376,797,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343814,AW200-U,"U Sarek Long Down Hood Anorak","Rust Orange/Pawn Pink",M,29,23113,797,29,23113,797,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343821,AW200-U,"U Sarek Long Down Hood Anorak","Rust Orange/Pawn Pink",L,14,11158,797,14,11158,797,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119343838,AW200-U,"U Sarek Long Down Hood Anorak","Rust Orange/Pawn Pink",XL,6,4782,797,6,4782,797,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344248,AW403-W,"W Jämtland Arctic Down Jacket","Black Granite",L,2,2260,1130,2,2260,1130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344262,AW403-W,"W Jämtland Arctic Down Jacket","Dark Olive Green",XS,7,7910,1130,7,7910,1130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344279,AW403-W,"W Jämtland Arctic Down Jacket","Dark Olive Green",S,17,19210,1130,17,19210,1130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344286,AW403-W,"W Jämtland Arctic Down Jacket","Dark Olive Green",M,21,23730,1130,21,23730,1130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344293,AW403-W,"W Jämtland Arctic Down Jacket","Dark Olive Green",L,25,28250,1130,25,28250,1130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344309,AW403-W,"W Jämtland Arctic Down Jacket","Dark Olive Green",XL,8,9040,1130,8,9040,1130,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
7340119344316,AW406-M,"M Jämtland Arctic Down Jacket","Black Granite",S,1,1100,1100,1,1100,1100,stockChange,0,0,0,"ES använder stockChange (ej leverans)"
