EAN,SKU,Produkt,Variant,Storlek,Centra Antal,Centra COG (SEK),Centra Enhetskostnad,ES Antal,ES FIFO-värde (SEK),ES Snittkostnad,ES Källa,Antal Diff,Värde Diff (SEK),Värde Diff %,Möjlig Orsak
7340119394571,VA0248,"W Skagen Active Tee 2.0","Mountain Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394588,VA0248,"W Skagen Active Tee 2.0","Mountain Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394595,VA0248,"W Skagen Active Tee 2.0","Mountain Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381694,VA0248,"W Skagen Active Tee 2.0","Oyster White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381700,VA0248,"W Skagen Active Tee 2.0","Oyster White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381717,VA0248,"W Skagen Active Tee 2.0","Oyster White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381724,VA0248,"W Skagen Active Tee 2.0","Oyster White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381731,VA0248,"W Skagen Active Tee 2.0","Oyster White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381748,VA0248,"W Skagen Active Tee 2.0","Oyster White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119392744,VA0248,"W Skagen Active Tee 2.0","Ruby Red",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119392751,VA0248,"W Skagen Active Tee 2.0","Ruby Red",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119392768,VA0248,"W Skagen Active Tee 2.0","Ruby Red",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119392775,VA0248,"W Skagen Active Tee 2.0","Ruby Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119392782,VA0248,"W Skagen Active Tee 2.0","Ruby Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119392799,VA0248,"W Skagen Active Tee 2.0","Ruby Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381632,VA0248,"W Skagen Active Tee 2.0","Skyway Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381649,VA0248,"W Skagen Active Tee 2.0","Skyway Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381656,VA0248,"W Skagen Active Tee 2.0","Skyway Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381663,VA0248,"W Skagen Active Tee 2.0","Skyway Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381670,VA0248,"W Skagen Active Tee 2.0","Skyway Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119381687,VA0248,"W Skagen Active Tee 2.0","Skyway Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343746,SP84-W,"W Skrea Long Sleeve Tee","Black Granite",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343760,SP84-W,"W Skrea Long Sleeve Tee","Black Granite",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343777,SP84-W,"W Skrea Long Sleeve Tee","Black Granite",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343784,SP84-W,"W Skrea Long Sleeve Tee","Black Granite",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343692,SP84-W,"W Skrea Long Sleeve Tee","Light grey",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343708,SP84-W,"W Skrea Long Sleeve Tee","Light grey",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343715,SP84-W,"W Skrea Long Sleeve Tee","Light grey",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343722,SP84-W,"W Skrea Long Sleeve Tee","Light grey",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343739,SP84-W,"W Skrea Long Sleeve Tee","Light grey",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360002,SP84-W,"W Skrea Long Sleeve Tee","Ocean Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360019,SP84-W,"W Skrea Long Sleeve Tee","Ocean Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360026,SP84-W,"W Skrea Long Sleeve Tee","Ocean Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360033,SP84-W,"W Skrea Long Sleeve Tee","Ocean Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119360040,SP84-W,"W Skrea Long Sleeve Tee","Ocean Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119327791,SP84-W,"W Skrea Long Sleeve Tee","White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119327814,SP84-W,"W Skrea Long Sleeve Tee","White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119327821,SP84-W,"W Skrea Long Sleeve Tee","White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119327838,SP84-W,"W Skrea Long Sleeve Tee","White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382059,VA0216,"W Trouville Tank Top","Burnished Lilac",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382066,VA0216,"W Trouville Tank Top","Burnished Lilac",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382073,VA0216,"W Trouville Tank Top","Burnished Lilac",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382080,VA0216,"W Trouville Tank Top","Burnished Lilac",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382097,VA0216,"W Trouville Tank Top","Burnished Lilac",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382103,VA0216,"W Trouville Tank Top","Burnished Lilac",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382110,VA0216,"W Trouville Tank Top","White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382127,VA0216,"W Trouville Tank Top","White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382134,VA0216,"W Trouville Tank Top","White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382141,VA0216,"W Trouville Tank Top","White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382158,VA0216,"W Trouville Tank Top","White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382165,VA0216,"W Trouville Tank Top","White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362389,SP999-W,"W Åhus Long Arm Active Tee","Balsam Green",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362396,SP999-W,"W Åhus Long Arm Active Tee","Balsam Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362402,SP999-W,"W Åhus Long Arm Active Tee","Balsam Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362419,SP999-W,"W Åhus Long Arm Active Tee","Balsam Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362426,SP999-W,"W Åhus Long Arm Active Tee","Balsam Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384343,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Lavender",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384350,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Lavender",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384367,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Lavender",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384374,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Lavender",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384381,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Lavender",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384398,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Lavender",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382332,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Oyster White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382349,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Oyster White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382356,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Oyster White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382363,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Oyster White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382370,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Oyster White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382387,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Oyster White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382394,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Skyway Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382400,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Skyway Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382417,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Skyway Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382424,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Skyway Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382431,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Skyway Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382448,VA0210,"W Åhus Long Sleeve Active Tee 2.0","Skyway Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356906,SP1001-W,"W Ängsö T-Shirt","Ocean Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356913,SP1001-W,"W Ängsö T-Shirt","Ocean Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356920,SP1001-W,"W Ängsö T-Shirt","Ocean Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362242,SP1001-W,"W Ängsö T-Shirt","White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396063,VA0255,"W Öland T-Shirt","Mountain Red",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396070,VA0255,"W Öland T-Shirt","Mountain Red",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396087,VA0255,"W Öland T-Shirt","Mountain Red",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396094,VA0255,"W Öland T-Shirt","Mountain Red",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396100,VA0255,"W Öland T-Shirt","Mountain Red",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119396117,VA0255,"W Öland T-Shirt","Mountain Red",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383360,VA0255,"W Öland T-Shirt","Seashell Pink",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383377,VA0255,"W Öland T-Shirt","Seashell Pink",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383384,VA0255,"W Öland T-Shirt","Seashell Pink",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383391,VA0255,"W Öland T-Shirt","Seashell Pink",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383407,VA0255,"W Öland T-Shirt","Seashell Pink",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383414,VA0255,"W Öland T-Shirt","Seashell Pink",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379462,VA0233,"W Narvik Vest","Ink blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379479,VA0233,"W Narvik Vest","Ink blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379486,VA0233,"W Narvik Vest","Ink blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379493,VA0233,"W Narvik Vest","Ink blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379509,VA0233,"W Narvik Vest","Ink blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379516,VA0233,"W Narvik Vest","Ink blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383155,VA0233,"W Narvik Vest","Oyster White",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383162,VA0233,"W Narvik Vest","Oyster White",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383179,VA0233,"W Narvik Vest","Oyster White",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383186,VA0233,"W Narvik Vest","Oyster White",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383193,VA0233,"W Narvik Vest","Oyster White",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119383209,VA0233,"W Narvik Vest","Oyster White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379400,VA0233,"W Narvik Vest","True Orange",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379417,VA0233,"W Narvik Vest","True Orange",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379424,VA0233,"W Narvik Vest","True Orange",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379431,VA0233,"W Narvik Vest","True Orange",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379448,VA0233,"W Narvik Vest","True Orange",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119379455,VA0233,"W Narvik Vest","True Orange",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361030,AW125-W,"W Vargön Fat Wool Vest","Balsam Green",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361047,AW125-W,"W Vargön Fat Wool Vest","Balsam Green",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361054,AW125-W,"W Vargön Fat Wool Vest","Balsam Green",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361061,AW125-W,"W Vargön Fat Wool Vest","Balsam Green",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390450,AW125-W,"W Vargön Fat Wool Vest","Balsam Green",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390344,AW625-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390351,AW625-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390368,AW625-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390375,AW625-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390382,AW625-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390399,AW625-W,"W Vargön Fat Wool Vest","Dark Chocolate Brown",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393161,AW125-W,"W Vargön Fat Wool Vest","Drift Wood Beige",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393178,AW125-W,"W Vargön Fat Wool Vest","Drift Wood Beige",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393185,AW125-W,"W Vargön Fat Wool Vest","Drift Wood Beige",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393192,AW125-W,"W Vargön Fat Wool Vest","Drift Wood Beige",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393208,AW125-W,"W Vargön Fat Wool Vest","Drift Wood Beige",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119393215,AW125-W,"W Vargön Fat Wool Vest","Drift Wood Beige",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384817,AW625-W,"W Vargön Fat Wool Vest","Drift Wood Beige",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384824,AW625-W,"W Vargön Fat Wool Vest","Drift Wood Beige",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384831,AW625-W,"W Vargön Fat Wool Vest","Drift Wood Beige",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384848,AW625-W,"W Vargön Fat Wool Vest","Drift Wood Beige",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384855,AW625-W,"W Vargön Fat Wool Vest","Drift Wood Beige",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119384862,AW625-W,"W Vargön Fat Wool Vest","Drift Wood Beige",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343609,AW125-W,"W Vargön Fat Wool Vest","Navy Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343616,AW125-W,"W Vargön Fat Wool Vest","Navy Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343623,AW125-W,"W Vargön Fat Wool Vest","Navy Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343630,AW125-W,"W Vargön Fat Wool Vest","Navy Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343647,AW125-W,"W Vargön Fat Wool Vest","Navy Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390467,AW125-W,"W Vargön Fat Wool Vest","Navy Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119371664,AW625-W,"W Vargön Fat Wool Vest","Off White",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354117,AW125-W,"W Vargön Fat Wool Vest","Retro Orange",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354131,AW125-W,"W Vargön Fat Wool Vest","Retro Orange",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354148,AW125-W,"W Vargön Fat Wool Vest","Retro Orange",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119354155,AW125-W,"W Vargön Fat Wool Vest","Retro Orange",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390481,AW125-W,"W Vargön Fat Wool Vest","Retro Orange",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394366,AW125-W,"W Vargön Fat Wool Vest","Skyway Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394373,AW125-W,"W Vargön Fat Wool Vest","Skyway Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394380,AW125-W,"W Vargön Fat Wool Vest","Skyway Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394397,AW125-W,"W Vargön Fat Wool Vest","Skyway Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394403,AW125-W,"W Vargön Fat Wool Vest","Skyway Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119394410,AW125-W,"W Vargön Fat Wool Vest","Skyway Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382172,AW625-W,"W Vargön Fat Wool Vest","Skyway Blue",XS,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382189,AW625-W,"W Vargön Fat Wool Vest","Skyway Blue",S,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382196,AW625-W,"W Vargön Fat Wool Vest","Skyway Blue",M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382202,AW625-W,"W Vargön Fat Wool Vest","Skyway Blue",L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382219,AW625-W,"W Vargön Fat Wool Vest","Skyway Blue",XL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119382226,AW625-W,"W Vargön Fat Wool Vest","Skyway Blue",XXL,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119373248,AW1100-U,"U Bergen Knitted Cap","Gold",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356371,AW133-U,"U Birka Cap","Black Granite",S/M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119373187,AW133-U,"U Birka Cap","Dark Emerald Green",S/M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119373194,AW133-U,"U Birka Cap","Dark Emerald Green",M/L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387085,VX0306,"U Birka Cap 2.0","Carbon Black",S/M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119387092,VX0306,"U Birka Cap 2.0","Carbon Black",M/L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560001259,VX0306,"U Birka Cap 2.0","London Fog",S/M,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560001266,VX0306,"U Birka Cap 2.0","London Fog",M/L,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397664,VX0307,"U Bräcke Knitted Balaclava","Dark Fudge Brown",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397671,VX0305,"U Bräcke Knitted Beanie","Dark Fudge Brown",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397688,VX0312,"U Fårö Wool Balaclava","Anthracite Grey",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119389263,VX0312,"U Fårö Wool Balaclava","Arctic Blue",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362143,AW110-U,"U Snöå Hat","Chocolate",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119361573,2017-2018AW,"U Hemavan Wool Beanie","Dark Green",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119391792,VX0221,"U Kåsa Cap","Rust",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119390597,VX0221,"U Kåsa Cap","Silver Green",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119388310,AW6000-U,"U Köpenhamn Knitted Beanie","Rust Orange",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7333560001273,VX0298,"U New Hemavan Wool Beanie","Dark Mountain Red",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119388334,VX0298,"U New Hemavan Wool Beanie","Dark Pink Granite/Dark Grey",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119388327,VX0298,"U New Hemavan Wool Beanie","Fjord Green",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119330883,AW110-U,"U Snöå Hat","Fudge Rubin",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119356340,AW110-U,"U Snöå Hat","Granite Black",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119330890,AW110-U,"U Snöå Hat","Retro Orange",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119343326,AW110-U,"U Snöå Hat","Snow Grey",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119388303,BAS55,"U Varg Winter Headband","Dark Granite Pink with Grey",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119321423,BAS55,"U Varg Winter Headband","Grey Mix",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397763,BAS55,"U Varg Winter Headband","Java Brown",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119373279,AW210-U,"U Vargön Hat","Black Granite",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397770,AW210-U,"U Vargön Hat","Dark Anthracite",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119370162,AW210-U,"U Vargön Hat","Dark Chocolate Brown",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119362846,AW210-U,"U Vargön Hat","Off White",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119397800,AW213,"U Vargön Wool Tube","Dark Anthracite",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119373293,AW213,"U Vargön Wool Tube","Rust Orange",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
7340119355138,BAS5,"Varg Headband","Grey mix",One size,0,0,0,0,0,0,unknown,0,0,0,"Saknar leveransdata i ES"
