Brand,SKU,Collection,Product,Variant,Variant SKU,COG,Size,Size SKU,EAN,UPC,Quantity,Cost price,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Lavender,004,0.00,XXL,07,7340119384398,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Oyster White,003,0.00,XS,02,7340119382332,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Oyster White,003,0.00,S,03,7340119382349,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Oyster White,003,0.00,M,04,7340119382356,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Oyster White,003,0.00,L,05,7340119382363,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Oyster White,003,0.00,XL,06,7340119382370,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Oyster White,003,0.00,XXL,07,7340119382387,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Skyway Blue,002,0.00,XS,02,7340119382394,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Skyway Blue,002,0.00,S,03,7340119382400,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Skyway Blue,002,0.00,M,04,7340119382417,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Skyway Blue,002,0.00,L,05,7340119382424,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Skyway Blue,002,0.00,XL,06,7340119382431,,0,#DIV/0!,
VARG,VA0210,,W Åhus Long Sleeve Active Tee 2.0,Skyway Blue,002,0.00,XXL,07,7340119382448,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,Ocean Blue,-OC,0.00,XS,-2,7340119356906,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,Ocean Blue,-OC,0.00,S,-3,7340119356913,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,Ocean Blue,-OC,0.00,M,-4,7340119356920,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,Ocean Blue,-OC,0.00,L,-5,7340119356937,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,Ocean Blue,-OC,0.00,XL,-6,7340119356944,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,White,-W,0.00,XS,-2,7340119362242,,0,#DIV/0!,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,White,-W,606.00,S,-3,7340119362259,,6,101,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,White,-W,1010.00,M,-4,7340119362266,,10,101,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,White,-W,2828.00,L,-5,7340119362273,,28,101,
VARG,SP1001-W,SS23,W Ängsö T-Shirt,White,-W,1919.00,XL,-6,7340119362280,,19,101,
VARG,VA0255,,W Öland T-Shirt,Mountain Red,004,0.00,XS,02,7340119396063,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Mountain Red,004,0.00,S,03,7340119396070,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Mountain Red,004,0.00,M,04,7340119396087,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Mountain Red,004,0.00,L,05,7340119396094,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Mountain Red,004,0.00,XL,06,7340119396100,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Mountain Red,004,0.00,XXL,07,7340119396117,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Natural,001,152.10,XS,02,7340119382639,,1,152.1,
VARG,VA0255,,W Öland T-Shirt,Natural,001,3346.20,S,03,7340119382646,,22,152.1,
VARG,VA0255,,W Öland T-Shirt,Natural,001,3954.60,M,04,7340119382653,,26,152.1,
VARG,VA0255,,W Öland T-Shirt,Natural,001,5019.30,L,05,7340119382660,,33,152.1,
VARG,VA0255,,W Öland T-Shirt,Natural,001,2889.90,XL,06,7340119382677,,19,152.1,
VARG,VA0255,,W Öland T-Shirt,Natural,001,760.50,XXL,07,7340119382684,,5,152.1,
VARG,VA0255,,W Öland T-Shirt,Seashell Pink,003,0.00,XS,02,7340119383360,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Seashell Pink,003,0.00,S,03,7340119383377,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Seashell Pink,003,0.00,M,04,7340119383384,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Seashell Pink,003,0.00,L,05,7340119383391,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Seashell Pink,003,0.00,XL,06,7340119383407,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,Seashell Pink,003,0.00,XXL,07,7340119383414,,0,#DIV/0!,
VARG,VA0255,,W Öland T-Shirt,True Orange,002,152.10,XS,02,7340119382578,,1,152.1,
VARG,VA0255,,W Öland T-Shirt,True Orange,002,3650.40,S,03,7340119382585,,24,152.1,
VARG,VA0255,,W Öland T-Shirt,True Orange,002,4867.20,M,04,7340119382592,,32,152.1,
VARG,VA0255,,W Öland T-Shirt,True Orange,002,5171.40,L,05,7340119382608,,34,152.1,
VARG,VA0255,,W Öland T-Shirt,True Orange,002,2281.50,XL,06,7340119382615,,15,152.1,
VARG,VA0255,,W Öland T-Shirt,True Orange,002,304.20,XXL,07,7340119382622,,2,152.1,
VARG,VA0233,,W Narvik Vest,Ink blue,001,0.00,XS,02,7340119379462,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Ink blue,001,0.00,S,03,7340119379479,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Ink blue,001,0.00,M,04,7340119379486,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Ink blue,001,0.00,L,05,7340119379493,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Ink blue,001,0.00,XL,06,7340119379509,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Ink blue,001,0.00,XXL,07,7340119379516,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Oyster White,005,0.00,XS,02,7340119383155,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Oyster White,005,0.00,S,03,7340119383162,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Oyster White,005,0.00,M,04,7340119383179,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Oyster White,005,0.00,L,05,7340119383186,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Oyster White,005,0.00,XL,06,7340119383193,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,Oyster White,005,0.00,XXL,07,7340119383209,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,True Orange,004,0.00,XS,02,7340119379400,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,True Orange,004,0.00,S,03,7340119379417,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,True Orange,004,0.00,M,04,7340119379424,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,True Orange,004,0.00,L,05,7340119379431,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,True Orange,004,0.00,XL,06,7340119379448,,0,#DIV/0!,
VARG,VA0233,,W Narvik Vest,True Orange,004,0.00,XXL,07,7340119379455,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Balsam Green,-BS,900.00,XS,-2,7340119361023,,2,450,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Balsam Green,-BS,0.00,S,-3,7340119361030,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Balsam Green,-BS,0.00,M,-4,7340119361047,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Balsam Green,-BS,0.00,L,-5,7340119361054,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Balsam Green,-BS,0.00,XL,-6,7340119361061,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Balsam Green,-BS,0.00,XXL,07,7340119390450,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Black Granite,-BG,2700.00,XS,-2,7340119373453,,6,450,
VARG,AW625-W,,W Vargön Fat Wool Vest,Black Granite,-BG,11700.00,S,-3,7340119373460,,26,450,
VARG,AW625-W,,W Vargön Fat Wool Vest,Black Granite,-BG,21150.00,M,-4,7340119373477,,47,450,
VARG,AW625-W,,W Vargön Fat Wool Vest,Black Granite,-BG,10350.00,L,-5,7340119373484,,23,450,
VARG,AW625-W,,W Vargön Fat Wool Vest,Black Granite,-BG,4050.00,XL,-6,7340119373491,,9,450,
VARG,AW625-W,,W Vargön Fat Wool Vest,Black Granite,-BG,3600.00,XXL,07,7340119373514,,8,450,
VARG,AW625-W,,W Vargön Fat Wool Vest,Dark Chocolate Brown,006,0.00,XS,02,7340119390344,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Dark Chocolate Brown,006,0.00,S,03,7340119390351,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Dark Chocolate Brown,006,0.00,M,04,7340119390368,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Dark Chocolate Brown,006,0.00,L,05,7340119390375,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Dark Chocolate Brown,006,0.00,XL,06,7340119390382,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Dark Chocolate Brown,006,0.00,XXL,07,7340119390399,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Dark Chocolate Brown,005,1960.00,XS,02,7340119390405,,4,490,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Dark Chocolate Brown,005,19070.00,S,03,7340119390412,,39,488.974359,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Dark Chocolate Brown,005,25480.00,M,04,7340119390429,,52,490,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Dark Chocolate Brown,005,18130.00,L,05,7340119390436,,37,490,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Dark Chocolate Brown,005,8820.00,XL,06,7340119390443,,18,490,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Dark Chocolate Brown,005,1470.00,XXL,07,7340119390498,,3,490,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Drift Wood Beige,006,0.00,XS,02,7340119393161,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Drift Wood Beige,006,0.00,S,03,7340119393178,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Drift Wood Beige,006,0.00,M,04,7340119393185,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Drift Wood Beige,006,0.00,L,05,7340119393192,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Drift Wood Beige,006,0.00,XL,06,7340119393208,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Drift Wood Beige,006,0.00,XXL,07,7340119393215,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Drift Wood Beige,005,0.00,XS,02,7340119384817,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Drift Wood Beige,005,0.00,S,03,7340119384824,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Drift Wood Beige,005,0.00,M,04,7340119384831,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Drift Wood Beige,005,0.00,L,05,7340119384848,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Drift Wood Beige,005,0.00,XL,06,7340119384855,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Drift Wood Beige,005,0.00,XXL,07,7340119384862,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Navy Blue,-NB,0.00,XS,-2,7340119343609,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Navy Blue,-NB,0.00,S,-3,7340119343616,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Navy Blue,-NB,0.00,M,-4,7340119343623,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Navy Blue,-NB,0.00,L,-5,7340119343630,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Navy Blue,-NB,0.00,XL,-6,7340119343647,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Navy Blue,-NB,0.00,XXL,07,7340119390467,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Off White,-OW,9730.00,XS,-2,7340119340455,,21,463.3333333,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Off White,-OW,25890.00,S,-3,7340119340462,,53,488.490566,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Off White,-OW,43040.00,M,-4,7340119340479,,88,489.0909091,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Off White,-OW,50830.00,L,-5,7340119340486,,107,475.046729,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Off White,-OW,20750.00,XL,-6,7340119340493,,43,482.5581395,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Off White,-OW,980.00,XXL,,7340119390474,,2,490,
VARG,AW625-W,,W Vargön Fat Wool Vest,Off White,-OW,0.00,XS,-2,7340119340455,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Off White,-OW,0.00,S,-3,7340119340462,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Off White,-OW,0.00,M,-4,7340119340479,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Off White,-OW,0.00,L,-5,7340119340486,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Off White,-OW,0.00,XL,-6,7340119340493,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Off White,-OW,0.00,XXL,-7,7340119371664,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Retro Orange,-RO,0.00,XS,-2,7340119354117,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Retro Orange,-RO,415.00,S,-3,7340119354124,,1,415,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Retro Orange,-RO,0.00,M,-4,7340119354131,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Retro Orange,-RO,0.00,L,-5,7340119354148,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Retro Orange,-RO,0.00,XL,-6,7340119354155,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Retro Orange,-RO,0.00,XXL,07,7340119390481,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Skyway Blue,008,0.00,XS,02,7340119394366,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Skyway Blue,008,0.00,S,03,7340119394373,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Skyway Blue,008,0.00,M,04,7340119394380,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Skyway Blue,008,0.00,L,05,7340119394397,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Skyway Blue,008,0.00,XL,06,7340119394403,,0,#DIV/0!,
VARG,AW125-W,CORE,W Vargön Fat Wool Vest,Skyway Blue,008,0.00,XXL,07,7340119394410,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Skyway Blue,004,0.00,XS,02,7340119382172,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Skyway Blue,004,0.00,S,03,7340119382189,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Skyway Blue,004,0.00,M,04,7340119382196,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Skyway Blue,004,0.00,L,05,7340119382202,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Skyway Blue,004,0.00,XL,06,7340119382219,,0,#DIV/0!,
VARG,AW625-W,,W Vargön Fat Wool Vest,Skyway Blue,004,0.00,XXL,07,7340119382226,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,60,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,65,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,70,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,75,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,80,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,85,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,90,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,95,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,100,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,105,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Arctic Blue,002,0.00,110,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,60,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,65,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,70,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,75,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,80,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,85,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,90,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,95,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,100,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,105,,,,0,#DIV/0!,
VARG,VX0338,,Varg Woven Belt,Drift Wood Beige,001,0.00,110,,,,0,#DIV/0!,
VARG,AW1100-U,,U Bergen Knitted Cap,Dark Emerald Green,-DKEM,12303.90,One size,-10,7340119373231,,63,195.3,
VARG,AW1100-U,,U Bergen Knitted Cap,Gold,-GOLD,0.00,One size,-10,7340119373248,,0,#DIV/0!,
VARG,AW133-U,AW22,U Birka Cap,Black Granite,-BG,0.00,S/M,-11,7340119356371,,0,#DIV/0!,
VARG,AW133-U,AW22,U Birka Cap,Black Granite,-BG,672.40,M/L,-12,7340119356388,,4,168.1,
VARG,AW133-U,AW22,U Birka Cap,Dark Emerald Green,-DKEM,0.00,S/M,-11,7340119373187,,0,#DIV/0!,
VARG,AW133-U,AW22,U Birka Cap,Dark Emerald Green,-DKEM,0.00,M/L,-12,7340119373194,,0,#DIV/0!,
VARG,AW133-U,AW22,U Birka Cap,Dark Olive Green (Emerald Green),-DKOG,374.60,S/M,-11,7340119356395,,2,187.3,
VARG,AW133-U,AW22,U Birka Cap,Dark Olive Green (Emerald Green),-DKOG,936.50,M/L,-12,7340119356401,,5,187.3,
VARG,VX0306,,U Birka Cap 2.0,Carbon Black,001,0.00,S/M,13,7340119387085,,0,#DIV/0!,
VARG,VX0306,,U Birka Cap 2.0,Carbon Black,001,0.00,M/L,14,7340119387092,,0,#DIV/0!,
VARG,VX0306,,U Birka Cap 2.0,London Fog,002,0.00,S/M,13,7333560001259,,0,#DIV/0!,
VARG,VX0306,,U Birka Cap 2.0,London Fog,002,0.00,M/L,14,7333560001266,,0,#DIV/0!,
VARG,AW79,AW22,U Blåsten Wool Cap,Dark Grey with Blue Ashes,-DKGBA,7685.00,One size,-10,7340119373200,,53,145,
VARG,AW79,AW22,U Blåsten Wool Cap,Grey with Green,-G-G,20155.00,One size,-10,7340119356357,,139,145,
VARG,AW79,AW22,U Blåsten Wool Cap,Grey with Orange,-GO,725.00,One size,-10,7340119356364,,5,145,
VARG,VX0307,,U Bräcke Knitted Balaclava,Dark Blue with Off White,001,9145.00,One size,10,7340119385456,,31,295,
VARG,VX0307,,U Bräcke Knitted Balaclava,Dark Fudge Brown,002,0.00,One size,10,7340119397664,,0,#DIV/0!,
VARG,VX0305,,U Bräcke Knitted Beanie,Dark Blue with Off White,001,4598.00,One size,VX030500110,7340119385463,,22,209,
VARG,VX0305,,U Bräcke Knitted Beanie,Dark Fudge Brown,002,0.00,One size,10,7340119397671,,0,#DIV/0!,
VARG,VX0312,,U Fårö Wool Balaclava,Anthracite Grey,005,0.00,One size,10,7340119397688,,0,#DIV/0!,
VARG,VX0312,,U Fårö Wool Balaclava,Arctic Blue,002,0.00,One size,10,7340119389263,,0,#DIV/0!,
VARG,VX0312,,U Fårö Wool Balaclava,Forest Green,004,1422.00,One size,10,7340119389287,,9,158,
VARG,VX0312,,U Fårö Wool Balaclava,Off White,001,474.00,One size,10,7340119389256,,3,158,
VARG,VX0312,,U Fårö Wool Balaclava,Rust Orange,003,4108.00,One size,10,7340119389270,,26,158,
VARG,2017-2018AW,CORE,U Hemavan Wool Beanie,Blueberry Blue,-BB,0.00,One size,-10,7340119356333,,0,#DIV/0!,
VARG,2017-2018AW,CORE,U Hemavan Wool Beanie,Chocolat, -CHO,0.00,One size,-10,7340119362143,,0,#DIV/0!,
VARG,2017-2018AW,CORE,U Hemavan Wool Beanie,Dark Green,-DKGREE,0.00,One size,-10,7340119361573,,0,#DIV/0!,
VARG,2017-2018AW,CORE,U Hemavan Wool Beanie,Light Grey,-LG,0.00,One size,-10,,,0,#DIV/0!,
VARG,VX0221,SS24,U Kåsa Cap,Dark Navy,001,8023.40,One size,10,7340119370346,,77,104.2,
VARG,VX0221,SS24,U Kåsa Cap,Off White,002,6981.40,One size,10,7340119370353,,67,104.2,
VARG,VX0221,SS24,U Kåsa Cap,Rust,004,0.00,One size,10,7340119391792,,0,#DIV/0!,
VARG,VX0221,SS24,U Kåsa Cap,Silver Green,003,0.00,One size,10,7340119390597,,0,#DIV/0!,
VARG,AW6000-U,,U Köpenhamn Knitted Beanie,Blue Ashes,003,1184.00,One size,10,7340119383421,,16,74,
VARG,AW6000-U,,U Köpenhamn Knitted Beanie,City Black,-CIB,5328.00,One size,-10,7340119373217,,72,74,
VARG,AW6000-U,,U Köpenhamn Knitted Beanie,Rust Orange,004,0.00,One size,10,7340119388310,,0,#DIV/0!,
VARG,VX0298,,U New Hemavan Wool Beanie,Dark Mountain Red,012,0.00,One size,10,7333560001273,,0,#DIV/0!,
VARG,VX0298,,U New Hemavan Wool Beanie,Dark Pink Granite/Dark Grey,011,0.00,One size,10,7340119388334,,0,#DIV/0!,
VARG,VX0298,,U New Hemavan Wool Beanie,Fjord Green,010,0.00,One size,10,7340119388327,,0,#DIV/0!,
VARG,VX0298,,U New Hemavan Wool Beanie,Gold,007,4764.80,One size,10,7340119383605,,32,148.9,
VARG,VX0298,,U New Hemavan Wool Beanie,Light Grey,006,15634.50,One size,10,7340119383490,,105,148.9,
VARG,AW110-U,AW22,U Snöå Hat,Chocolate,-CHO,0.00,One size,-10,7340119362143,,0,#DIV/0!,
VARG,AW110-U,AW22,U Snöå Hat,Fudge Rubin,-FUR,0.00,One size,-10,7340119330883,,0,#DIV/0!,
VARG,AW110-U,AW22,U Snöå Hat,Granite Black,-GB,0.00,One size,-10,7340119356340,,0,#DIV/0!,
VARG,AW110-U,AW22,U Snöå Hat,Retro Orange,-RUO,0.00,One size,-10,7340119330890,,0,#DIV/0!,
VARG,AW110-U,AW22,U Snöå Hat,Snow Grey,-SNG,0.00,One size,-10,7340119343326,,0,#DIV/0!,
VARG,SP99-U,SS21,U Tärnskär Summer Cap,Grey,-G,4740.30,One size,,7340119328101,,69,68.7,
VARG,SP99-U,SS21,U Tärnskär Summer Cap,Mid Blue,,0.00,One size,,,,0,#DIV/0!,
VARG,BAS55,AW22,U Varg Winter Headband,Dark Granite Pink with Grey,009,0.00,One size,10,7340119388303,,0,#DIV/0!,
VARG,BAS55,AW22,U Varg Winter Headband,Grey Mix,-GMIX,0.00,One size,-10,7340119321423,,0,#DIV/0!,
VARG,BAS55,AW22,U Varg Winter Headband,Grey with Green,-G-GREE,2118.30,One size,-10,7340119361597,,23,92.1,
VARG,BAS55,AW22,U Varg Winter Headband,Grey with Rust Orange,-G-RO,3591.90,One size,-10,7340119356418,,39,92.1,
VARG,BAS55,AW22,U Varg Winter Headband,Java Brown,010,0.00,One size,10,7340119397763,,0,#DIV/0!,
VARG,AW210-U,AW22,U Vargön Hat,Black Granite,-BG,0.00,One size,-10,7340119373279,,0,#DIV/0!,
VARG,AW210-U,AW22,U Vargön Hat,Dark Anthracite,007,0.00,One size,10,7340119397770,,0,#DIV/0!,
VARG,AW210-U,AW22,U Vargön Hat,Dark Chocolate Brown,-CHO,0.00,One size,-10,7340119370162,,0,#DIV/0!,
VARG,AW210-U,AW22,U Vargön Hat,Off White,-OW,0.00,One size,-10,7340119362846,,0,#DIV/0!,
VARG,AW210-U,AW22,U Vargön Hat,Rust Orange,006,2754.00,One size,10,7340119390580,,18,153,
VARG,AW213,AW22,U Vargön Wool Tube,Black Granite,-BG,0.00,One size,-10,7340119343364,,0,#DIV/0!,
VARG,AW213,AW22,U Vargön Wool Tube,Dark Anthracite,005,0.00,One size,10,7340119397800,,0,#DIV/0!,
VARG,AW213,AW22,U Vargön Wool Tube,Dark Chocolate Brown,-CHO,6850.30,One size,-10,7340119361603,,61,112.3,
VARG,AW213,AW22,U Vargön Wool Tube,Off White,-OW,8759.40,One size,-10,7340119343364,,78,112.3,
VARG,AW213,AW22,U Vargön Wool Tube,Rust Orange,-RUO,0.00,One size,-10,7340119373293,,0,#DIV/0!,
VARG,BAS5,SS21,Varg Headband,Grey mix,-G-MIX,0.00,One size,-10,7340119355138,,0,#DIV/0!,
VARG,BAS5,SS21,Varg Headband,Grey with ashley blue,-G-ASH,0.00,One size,,,,0,#DIV/0!,
VARG,BAS5,SS21,Varg Headband,Grey with orange,-G-RO,0.00,One size,-10,7340119355121,,0,#DIV/0!,
VARG,BAS5,SS21,Varg Headband,Light Grey/Arctic Blue,-LAB,3162.00,One size,-10,7340119355466,,51,62,
VARG,AW314-U,AW24,U Helags Mittens,Off white with Winter Green,-OWG,0.00,S/M,-11,7340119373330,,0,#DIV/0!,
VARG,AW314-U,AW24,U Helags Mittens,Off white with Winter Green,-OWG,0.00,M/L,-12,7340119373347,,0,#DIV/0!,
VARG,BAS7,CORE,U Varg Wrist Gaiters,Grey mix,-G-MIX,3000.00,One size,,7340119351338,,40,75,
VARG,BAS7,CORE,U Varg Wrist Gaiters,Grey with rust orange,-G-RO,0.00,One size,,7340119355145,,0,#DIV/0!,
VARG,BAS7,CORE,U Varg Wrist Gaiters,Light Grey/Pawn Pink,-LG-PP,0.00,One size,-10,,,0,#DIV/0!,
